Province,Basin,Section_name,Monitoring_time,Water_quality_class,Water_temperature(°C),pH,Dissolved_oxygen(mg/L),Electrical_conductivity(μS/cm),Turbidity(NTU),COD_Mn(mg/L),NH3-N(mg/L),TP(mg/L),TN(mg/L),Chlorophyll_a(mg/L),Algae_density(cells/L)
安徽省,Yangtze River Basin,大官湖,01-17 20:00,3,7.7,8,11.2,295.3,119.8,4.7,0.02,0.058,1.30,0.006,52163300
安徽省,Yangtze River Basin,黄湖,01-17 20:00,3,7.1,8,10.0,352.3,99.3,4.6,0.02,0.052,1.94,0.015,4233227
安徽省,Yangtze River Basin,太平湖湖心,01-17 20:00,0,10.8,8,9.9,92.9,2.0,1.5,0.02,0.009,0.49,0.001,1615074
安徽省,Yangtze River Basin,南漪湖西湖湖心,01-17 20:00,2,7.2,7,12.9,204.4,25.8,2.4,0.02,0.028,1.66,0.013,27981440
福建省,Zhejiang-Fujian Rivers,山美水库库心,01-17 20:00,1,18.3,7,6.9,135.6,5.8,1.0,0.02,0.012,2.10,0.012,2447090
江西省,Yangtze River Basin,蛤蟆石,01-17 16:00,2,9.6,8,11.6,228.4,117.0,2.2,0.11,0.037,2.40,0.002,43377
江西省,Yangtze River Basin,都昌,01-17 20:00,2,9.0,7,11.5,315.8,84.2,1.6,0.09,0.050,2.37,0.007,19815
江西省,Yangtze River Basin,仙女湖湖心岛,01-17 20:00,3,11.3,8,11.1,344.5,9.8,2.7,0.18,0.055,1.46,0.020,12456420
山东省,Huai River Basin,崂山水库中心,01-17 20:00,1,3.5,8,11.4,243.3,4.2,2.7,0.06,0.010,1.94,0.013,1618000
山东省,Huai River Basin,二级坝,01-17 20:00,1,4.0,8,12.5,967.3,2.0,3.5,0.04,0.022,1.09,0.006,734375
山东省,Huai River Basin,云蒙湖湖心,01-17 20:00,1,4.6,8,11.4,466.0,2.8,3.0,0.07,0.017,3.70,0.004,41262
山东省,Hai River Basin,北湖,12-11 12:00,1,8.4,8,9.1,869.2,8.4,2.5,0.02,0.017,0.99,0.002,1802425
河南省,Huai River Basin,白龟山水库,01-17 20:00,1,7.3,8,10.1,517.0,5.8,2.4,0.02,0.022,0.62,0.009,463000
河南省,Huai River Basin,昭平台水库,01-17 20:00,0,5.2,8,13.0,292.3,13.1,1.8,0.03,0.008,0.48,0.006,115372
河南省,Yellow River Basin,三门峡水库,01-17 20:00,0,1.8,9,13.9,1377.6,20.2,1.7,0.02,0.009,4.41,0.004,906803
河南省,Yangtze River Basin,五龙泉,01-17 20:00,1,11.3,8,10.0,291.9,3.9,1.8,0.02,0.025,1.06,0.004,906134
河南省,Yangtze River Basin,宋岗,01-17 20:00,0,10.9,8,10.5,295.3,1.8,1.5,0.02,0.010,0.97,0.002,465930
河南省,Yangtze River Basin,陶岔,01-17 20:00,0,10.2,8,10.4,297.9,3.8,1.4,0.02,0.009,1.09,0.003,793122
河南省,Huai River Basin,饮用水源地取水口,01-17 20:00,1,9.7,7,8.7,164.4,2.7,2.9,0.02,0.008,0.50,0.010,26658000
河南省,Huai River Basin,鲇鱼山水库大坝北,01-17 20:00,0,8.2,7,10.3,91.1,1.3,2.0,0.02,0.008,0.44,0.002,2506735
河南省,Yellow River Basin,南山,01-17 20:00,1,4.4,8,13.6,1000.6,5.7,1.5,0.07,0.016,3.49,0.007,4408053
湖北省,Yangtze River Basin,江夏湖心,01-17 20:00,1,8.8,8,13.9,235.7,3.2,3.1,0.02,0.015,0.48,0.005,436962
湖北省,Yangtze River Basin,西梁子湖湖心（南北嘴）,01-17 20:00,1,8.0,8,11.3,162.9,13.2,2.3,0.02,0.013,0.29,0.003,2866619
湖北省,Yangtze River Basin,牛山湖湖心,01-17 20:00,1,8.6,8,11.4,213.7,6.3,2.5,0.04,0.012,0.38,0.002,9314348
湖北省,Yangtze River Basin,西梁子湖湖北,01-17 20:00,1,8.0,7,11.1,170.5,13.9,2.2,0.02,0.017,0.36,0.003,707613
湖北省,Yangtze River Basin,丹江口水库坝上中,01-17 20:00,1,9.7,8,8.4,288.8,8.6,1.9,0.10,0.019,0.75,0.016,7779000
湖北省,Yangtze River Basin,隔河岩水库坝上,01-17 20:00,0,13.1,8,8.5,293.9,1.7,0.5,0.02,0.009,2.09,0.013,2134081
湖北省,Yangtze River Basin,梁子岛水源(七星),01-17 20:00,1,9.5,8,10.6,176.6,21.6,2.5,0.11,0.012,1.03,0.020,146574000
湖北省,Yangtze River Basin,漳河水库库心,01-17 20:00,0,9.8,8,10.9,313.2,0.9,1.3,0.02,0.005,0.42,0.0002,2460231
湖北省,Yangtze River Basin,杨柴湖,01-17 20:00,3,10.6,8,4.4,470.3,92.2,5.5,0.24,0.074,1.99,0.007,4951049
湖北省,Yangtze River Basin,排水闸,01-17 20:00,3,9.6,8,9.3,455.6,47.3,5.3,0.14,0.064,1.33,0.005,18653870
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),01-17 20:00,4,9.3,8,11.3,491.3,77.0,7.3,0.13,0.124,1.56,0.011,44385
湖北省,Yangtze River Basin,白莲河水库坝上,01-17 20:00,5,10.4,7,9.3,110.3,6.1,17.8,0.02,0.029,0.55,0.015,46018250
湖北省,Yangtze River Basin,咸宁湖心,01-17 20:00,1,9.3,8,13.1,218.0,4.9,2.9,0.02,0.017,0.61,0.001,1799867
湖北省,Yangtze River Basin,富水水库,01-17 20:00,1,11.6,7,9.3,205.7,7.2,1.3,0.21,0.009,0.76,0.009,16355000
湖南省,Yangtze River Basin,岳阳楼,01-17 20:00,3,10.7,8,10.5,296.3,37.9,1.2,0.02,0.058,1.61,0.002,177469
湖南省,Yangtze River Basin,蒋家嘴,01-17 20:00,3,10.4,8,9.0,249.8,35.8,1.1,0.12,0.057,1.23,0.004,65654000
湖南省,Yangtze River Basin,万家嘴,01-17 20:00,1,13.5,8,9.7,273.0,11.9,1.6,0.02,0.035,1.74,0.002,274201
湖南省,Yangtze River Basin,万子湖,01-17 20:00,2,11.9,8,12.0,334.8,34.0,1.2,0.02,0.034,1.58,0.002,2947200
湖南省,Yangtze River Basin,南嘴,01-17 20:00,0,11.9,8,10.7,318.0,45.1,0.8,0.02,0.005,1.58,0.007,258736
湖南省,Yangtze River Basin,小河嘴,01-17 20:00,2,11.9,7,10.4,233.8,41.2,0.7,0.03,0.040,1.40,0.002,51357500
湖南省,Yangtze River Basin,大通湖,01-17 20:00,3,9.9,8,12.8,431.0,47.4,4.2,0.02,0.083,0.88,0.008,2659070
湖南省,Yangtze River Basin,头山,01-17 20:00,0,15.5,7,8.5,104.6,1.6,0.6,0.02,0.010,0.76,0.004,828000
广东省,Pearl River Basin,渠首,01-17 20:00,2,18.1,8,11.5,107.9,19.6,5.2,0.02,0.024,1.08,0.015,42156800
广东省,Pearl River Basin,良德水库,01-17 20:00,1,20.0,7,7.6,70.6,3.8,1.3,0.02,0.014,0.42,0.005,260693
广西壮族自治区,Pearl River Basin,龙岩滩水库,01-17 20:00,1,18.5,8,7.4,364.1,2.0,0.7,0.02,0.008,2.27,0.0004,1065556
海南省,Pearl River Basin,大隆水库出口,01-17 20:00,1,23.6,7,6.4,91.7,3.5,1.2,0.02,0.008,0.65,0.003,1024780.00
海南省,Pearl River Basin,松涛水库南丰库心,01-17 20:00,0,21.8,7,7.6,74.4,0.6,1.1,0.02,0.006,0.58,0.003,856403
海南省,Pearl River Basin,大广坝水库库心,01-17 20:00,1,21.5,7,8.7,84.2,2.8,2.8,0.02,0.009,0.67,0.006,6427140
四川省,Yangtze River Basin,鲁班岛,01-17 20:00,3,10.6,8,7.2,353.3,1.9,1.3,0.21,0.069,0.83,0.005,3446818
四川省,Yangtze River Basin,邛海湖心,01-17 20:00,0,13.2,8,8.1,336.6,3.0,1.7,0.02,0.009,0.32,0.003,355104
贵州省,Yangtze River Basin,贵铝泵房,01-17 20:00,2,10.4,8,7.2,473.0,0.6,1.5,0.02,0.027,2.03,0.008,1527182
贵州省,Yangtze River Basin,花鱼洞,01-17 20:00,1,8.7,8,8.5,367.2,2.8,2.0,0.02,0.016,1.35,0.007,1060700
云南省,Pearl River Basin,阳宗海中,01-17 20:00,1,13.7,8,7.9,478.0,1.5,3.8,0.16,0.024,0.58,0.007,1626330
云南省,Dianchi Lake Basin,草海中心,01-17 20:00,2,11.4,8,8.5,581.9,12.9,4.7,0.21,0.042,4.75,0.023,8670540
云南省,Dianchi Lake Basin,灰湾中,01-17 20:00,3,11.3,8,8.0,565.7,8.8,6.7,0.68,0.031,2.18,0.005,1115355
云南省,Dianchi Lake Basin,罗家营,01-17 20:00,3,11.6,8,7.8,537.3,36.3,6.2,0.73,0.036,2.18,0.003,1337749
云南省,Dianchi Lake Basin,观音山东,01-17 20:00,2,9.1,8,8.6,592.2,3.5,5.8,0.80,0.043,2.16,0.043,7527859
云南省,Dianchi Lake Basin,观音山中,01-17 20:00,2,11.3,8,7.4,565.4,11.4,5.7,0.79,0.039,1.92,0.004,4499280
云南省,Dianchi Lake Basin,观音山西,01-17 20:00,3,11.5,8,8.1,572.0,6.5,6.2,0.71,0.042,2.32,0.007,1965480
云南省,Dianchi Lake Basin,海口西,01-17 20:00,3,11.5,8,8.6,561.5,9.0,6.2,0.72,0.039,2.16,0.014,3093720
云南省,Dianchi Lake Basin,滇池南,01-17 20:00,3,11.0,8,8.3,569.5,5.8,6.5,0.76,0.038,1.74,0.046,6387350
云南省,Dianchi Lake Basin,白鱼口,01-17 20:00,2,11.3,8,7.5,580.3,6.0,5.8,0.80,0.040,1.89,0.004,1874905
云南省,Dianchi Lake Basin,断桥,01-17 20:00,2,12.1,8,9.5,581.5,3.3,3.4,0.02,0.034,5.66,0.004,6982811
云南省,Pearl River Basin,抚仙湖心,01-17 20:00,1,14.3,8,7.8,323.5,0.2,1.3,0.02,0.011,0.14,0.002,402434
云南省,Pearl River Basin,杞麓湖心,01-17 20:00,3,12.3,9,10.0,651.6,33.8,7.0,0.02,0.097,2.07,0.001,97916770
云南省,Pearl River Basin,星云湖心,01-17 20:00,3,12.5,8,7.1,700.4,8.1,6.7,0.02,0.074,1.09,0.010,21066260
云南省,Pearl River Basin,异龙湖中,01-17 20:00,4,13.6,9,9.0,595.2,16.2,11.2,0.02,0.047,1.05,0.021,35812500
云南省,Southwest Rivers,洱海湖心,01-17 20:00,2,12.1,9,7.2,270.5,4.9,4.1,0.02,0.019,0.32,0.024,26017200
陕西省,Yangtze River Basin,石门水库,01-17 20:00,0,7.2,8,9.3,238.1,3.0,1.6,0.02,0.006,0.99,0.045,1839333
陕西省,Yangtze River Basin,瀛湖坝前,01-17 20:00,1,12.3,8,8.9,268.4,1.7,1.3,0.02,0.023,1.21,0.033,1891384
甘肃省,Northwest Rivers,红崖山水库,01-17 20:00,0,2.7,8,12.6,641.1,6.4,1.5,0.02,0.007,2.20,0.008,256075
青海省,Yellow River Basin,龙羊峡库区出水口,01-17 20:00,0,7.9,8,8.6,487.9,3.6,1.7,0.02,0.008,0.68,0.002,141024
宁夏回族自治区,Yellow River Basin,鸭子荡水库,11-17 08:00,1,9.2,8,9.0,828.8,4.0,1.7,0.04,0.011,1.77,0.002,622629
宁夏回族自治区,Yellow River Basin,香山湖,01-17 20:00,0,3.8,9,11.2,664.2,2.8,2.0,0.02,0.005,0.75,0.004,1633783
新疆维吾尔自治区,Northwest Rivers,乌伦古湖码头,01-17 20:00,2,11.9,8,9.5,0,76.6,4.4,0.17,0.011,0.58,0.007,638587
河北省,Hai River Basin,姜各庄,01-18 20:00,1,2.0,8,13.7,633.8,9.3,3.4,0.02,0.063,4.41,0.050,5777990
河北省,Hai River Basin,衡水湖大湖心,12-18 20:00,2,6.6,9,10.4,1380.7,8.5,5.6,0.04,0.018,0.63,0.003,1316640
河北省,Hai River Basin,南刘庄,11-26 12:00,2,6.0,6,12.4,3.8,4.6,3.3,0.02,0.032,3.31,0.014,139743100
河北省,Hai River Basin,烧车淀,11-27 08:00,1,5.6,8,11.2,675.0,1.7,2.0,0.02,0.018,2.45,0.003,1075008
河北省,Hai River Basin,圈头,11-27 16:00,1,7.8,8,9.3,664.0,1.8,3.9,0.02,0.022,0,0.005,966853
河北省,Hai River Basin,采蒲台,01-18 20:00,2,6.0,8,8.9,1078.8,1.8,4.1,0.02,0.019,0.37,0.002,6219800
河北省,Hai River Basin,光淀张庄,11-27 12:00,1,1.6,8,14.1,1555.1,902.2,2.2,0.02,0.013,2.92,0.001,1354254
吉林省,Songhua River Basin,桦树林,01-18 20:00,2,2.4,7,8.7,145.8,8.1,5.1,0.02,0.034,1.93,0.001,942080
黑龙江省,Songhua River Basin,磨盘山水库出口,01-18 20:00,2,3.0,8,14.5,87.3,2.4,5.8,0.02,0.039,2.65,0.008,528384
黑龙江省,Songhua River Basin,泄洪1闸(小兴凯湖一闸),01-18 20:00,2,3.1,8,15.5,416.0,6.7,5.0,0.02,0.029,1.62,0.01,14208.00
黑龙江省,Songhua River Basin,档壁镇,01-18 20:00,3,3.6,8,10.2,185.2,87.3,4.8,0.54,0.061,0.99,0.010,10000
黑龙江省,Songhua River Basin,三道,01-18 20:00,3,2.5,7,11.9,152.7,39.8,5.5,0.02,0.095,3.00,0.031,33536
上海市,Lake Tai Basin,急水港桥,01-18 20:00,1,8.4,9,11.8,673.0,43.3,3.3,0.20,0.065,2.60,0.012,679508
江苏省,Lake Tai Basin,锡东水厂,01-18 20:00,2,9.6,8,10.5,424.8,22.2,1.9,0.02,0.044,1.83,0.004,1389860
江苏省,Lake Tai Basin,兰山嘴,01-18 20:00,3,6.6,8,14.0,494.2,16.0,4.9,0.02,0.060,1.42,0.028,6306858
江苏省,Lake Tai Basin,拖山,01-18 20:00,2,6.8,9,13.5,572.2,15.6,3.8,0.02,0.045,2.03,0.050,1326833
江苏省,Lake Tai Basin,五里湖心,01-18 20:00,2,6.6,8,11.1,333.8,10.2,2.8,0.02,0.031,0.99,0.004,1176860
江苏省,Lake Tai Basin,胥湖心,01-18 20:00,2,7.4,8,11.4,351.2,66.9,2.7,0.02,0.033,2.26,0.005,2844040
江苏省,Lake Tai Basin,乌龟山南,01-18 20:00,2,6.3,8,13.0,313.1,39.2,3.1,0.02,0.039,1.46,0.009,2468580
江苏省,Lake Tai Basin,阳澄湖心,01-18 20:00,2,8.0,8,10.7,409.1,21.9,1.7,0.02,0.050,1.60,0.010,2046940
江苏省,Huai River Basin,老山乡,01-18 20:00,3,5.6,8,16.7,695.5,14.6,2.5,0.02,0.051,2.13,0.025,19025000
江苏省,Huai River Basin,蒋坝镇,01-18 20:00,2,4.8,8,14.6,720.9,10.0,5.5,0.02,0.048,1.61,0.012,7311430
江苏省,Huai River Basin,高良涧镇,01-18 20:00,2,5.8,8,12.3,705.6,23.1,4.0,0.02,0.040,1.02,0.014,3950310
江苏省,Huai River Basin,洪金,01-18 20:00,2,5.9,8,12.3,702.8,26.0,5.0,0.09,0.024,1.05,0.012,1191760
江苏省,Huai River Basin,临淮乡,01-18 20:00,2,4.9,8,13.9,662.9,6.1,5.3,0.02,0.029,1.09,0.005,3369205
江苏省,Huai River Basin,成河乡中,01-18 20:00,2,4.8,8,13.2,692.7,24.2,4.0,0.02,0.032,1.11,0.005,3896552
江苏省,Huai River Basin,龙集镇北,01-18 20:00,2,4.5,9,13.1,671.9,12.6,4.2,0.02,0.022,0.96,0.003,2674948
江苏省,Huai River Basin,骆马湖乡,01-18 20:00,1,3.1,9,15.1,613.5,1.9,3.2,0.02,0.020,1.27,0.013,2037226
江苏省,Huai River Basin,三场,01-18 20:00,1,4.3,8,14.6,705.3,1.8,3.3,0.02,0.014,1.35,0.007,1361814
浙江省,Zhejiang-Fujian Rivers,北湖中心,01-18 20:00,1,7.3,7,11.7,84.8,31.8,2.5,0.02,0.024,1.30,0.021,142188
浙江省,Zhejiang-Fujian Rivers,铜山源水库,01-18 20:00,1,10.0,7,10.2,93.6,2.3,0.8,0.02,0.019,0.42,0.038,50901000
浙江省,Zhejiang-Fujian Rivers,里石门水库,01-18 20:00,1,11.6,7,9.7,67.2,1.2,1.1,0.02,0.011,0.73,0.001,740031
安徽省,Chao Lake Basin,湖滨,01-18 20:00,1,7.5,8,12.5,366.0,24.8,3.0,0.03,0.025,1.18,0.011,442022
安徽省,Chao Lake Basin,黄麓,01-18 20:00,1,6.2,8,13.7,336.1,10.7,3.1,0.02,0.024,0.75,0.011,3793070
安徽省,Chao Lake Basin,靠近大坝,01-18 20:00,1,8.5,7,10.3,113.3,12.9,2.0,0.02,0.016,0.89,0.005,641984
安徽省,Chao Lake Basin,新河入湖区,01-18 20:00,2,7.0,8,14.6,592.5,6.6,3.9,0.02,0.027,1.28,0.009,26189290
安徽省,Chao Lake Basin,西半湖湖心,01-18 20:00,1,7.1,8,12.8,372.4,1.3,3.0,0.02,0.022,1.29,0.011,1089643
安徽省,Chao Lake Basin,龟山,01-18 20:00,2,7.1,8,15.0,329.4,110.0,4.2,0.02,0.025,0.93,0.019,1186640
安徽省,Chao Lake Basin,东半湖湖心,01-18 20:00,1,7.3,8,12.9,360.1,6.7,2.9,0.02,0.023,1.11,0.022,3756787
安徽省,Chao Lake Basin,忠庙,01-18 20:00,2,7.7,8,13.8,319.0,21.6,3.2,0.02,0.028,1.20,0.007,1567698
安徽省,Chao Lake Basin,兆河入湖区,01-18 20:00,3,6.3,9,14.2,328.8,3.3,6.2,0.04,0.028,0.91,0.026,7290871
安徽省,Huai River Basin,瓦埠湖,01-18 20:00,2,6.9,8,12.7,346.1,29.8,4.7,0.02,0.027,1.13,0.009,3398816
安徽省,Huai River Basin,焦岗湖,01-18 20:00,2,6.8,8,10.1,941.5,5.6,4.7,0.02,0.022,0.67,0.002,842842
安徽省,Yangtze River Basin,菜子湖,01-18 20:00,3,10.1,8,12.8,206.1,54.0,3.3,0.02,0.051,2.27,0.021,6522661
安徽省,Yangtze River Basin,龙感湖湖心（皖）,01-18 20:00,3,7.6,8,11.3,262.3,135.9,4.2,0.02,0.075,1.52,0.002,12072510
安徽省,Yangtze River Basin,武昌湖,01-18 20:00,1,9.4,8,11.0,131.1,21.3,1.9,0.04,0.020,1.00,0.006,5980573
安徽省,Yangtze River Basin,花亭湖坝前,01-18 20:00,0,10.5,7,9.5,89.2,1.0,1.1,0.02,0.008,0.59,0.004,152973
安徽省,Yangtze River Basin,大官湖,01-18 20:00,2,8.4,8,11.9,295.8,76.3,4.2,0.02,0.042,1.23,0.006,50744270
安徽省,Yangtze River Basin,黄湖,01-18 20:00,2,7.8,8,11.3,352.1,64.7,4.1,0.02,0.040,1.82,0.024,2999645
安徽省,Yangtze River Basin,太平湖湖心,01-18 20:00,0,11.0,8,10.0,92.8,1.8,1.3,0.02,0.008,0.49,0.002,1446837
安徽省,Yangtze River Basin,南漪湖西湖湖心,01-18 20:00,2,8.0,7,13.0,203.6,26.4,2.7,0.02,0.026,1.65,0.015,13381210
福建省,Zhejiang-Fujian Rivers,山美水库库心,01-18 20:00,1,18.5,7,7.1,135.8,2.3,0.9,0.02,0.011,2.53,0.011,1903550
江西省,Yangtze River Basin,蛤蟆石,01-18 20:00,2,9.4,8,11.6,227.5,92.0,2.2,0.10,0.035,2.29,0.002,69263
江西省,Yangtze River Basin,都昌,01-18 20:00,3,9.7,7,10.8,304.6,67.3,2.4,0.06,0.063,2.38,0.007,26278
江西省,Yangtze River Basin,仙女湖湖心岛,01-18 20:00,3,11.7,8,10.6,344.5,9.4,2.5,0.17,0.088,1.45,0.017,11818370
江西省,Yangtze River Basin,康山,01-18 20:00,2,7.1,7,10.4,157.9,27.3,2.0,0.19,0.049,1.53,0.005,13876
山东省,Huai River Basin,崂山水库中心,01-18 20:00,1,3.5,8,11.6,242.4,2.3,3.0,0.06,0.008,1.94,0.013,1481000
山东省,Huai River Basin,二级坝,01-18 20:00,1,4.2,8,12.9,966.9,1.6,3.6,0.04,0.021,1.60,0.006,703125
山东省,Huai River Basin,云蒙湖湖心,01-18 20:00,1,4.4,8,11.4,466.2,3.9,3.0,0.06,0.017,3.68,0.003,32067
山东省,Hai River Basin,北湖,12-11 12:00,1,8.4,8,9.1,869.2,8.4,2.5,0.02,0.017,0.99,0.002,1802425
河南省,Huai River Basin,白龟山水库,01-18 20:00,1,6.7,8,10.3,515.9,5.4,2.6,0.02,0.020,0.62,0.005,365000
河南省,Huai River Basin,昭平台水库,01-18 20:00,0,5.5,8,13.4,292.2,7.0,1.8,0.03,0.008,0.50,0.006,147138
河南省,Yellow River Basin,三门峡水库,01-18 20:00,0,2.0,9,13.8,1389.4,277.0,1.7,0.02,0.009,4.49,0.004,880612
河南省,Yangtze River Basin,五龙泉,01-18 20:00,1,11.3,8,10.0,289.6,2.8,1.7,0.02,0.019,1.02,0.004,732465
河南省,Yangtze River Basin,宋岗,01-18 20:00,0,11.4,8,10.4,292.0,4.9,1.5,0.02,0.008,0.97,0.003,509735
河南省,Yangtze River Basin,陶岔,01-18 20:00,0,10.7,8,10.4,298.2,3.3,1.7,0.02,0.009,1.05,0.002,794482
河南省,Huai River Basin,饮用水源地取水口,01-18 20:00,1,10.0,7,8.9,165.2,2.5,2.9,0.03,0.015,0.49,0.009,37458000
河南省,Huai River Basin,鲇鱼山水库大坝北,01-18 20:00,1,8.6,7,10.2,90.8,1.3,2.5,0.02,0.008,0.51,0.002,1877655
河南省,Yellow River Basin,南山,01-18 20:00,1,4.3,8,13.5,1006.8,7.2,1.4,0.02,0.016,3.55,0.004,2812838
湖北省,Yangtze River Basin,江夏湖心,01-18 20:00,1,9.2,8,14.3,235.1,1.8,2.9,0.05,0.017,0.55,0.006,263499
湖北省,Yangtze River Basin,西梁子湖湖心（南北嘴）,01-18 20:00,1,8.1,8,11.3,161.5,16.0,2.2,0.02,0.015,0.37,0.004,3267977
湖北省,Yangtze River Basin,牛山湖湖心,01-18 20:00,1,8.7,8,11.3,213.9,6.4,2.5,0.05,0.012,0.40,0.003,9487638
湖北省,Yangtze River Basin,西梁子湖湖北,01-18 20:00,1,8.4,8,11.1,172.0,12.4,2.3,0.02,0.015,0.44,0.004,1555470
湖北省,Yangtze River Basin,丹江口水库坝上中,01-18 20:00,1,9.8,8,8.2,288.8,8.7,1.8,0.05,0.019,0.83,0.016,7475000
湖北省,Yangtze River Basin,隔河岩水库坝上,01-18 20:00,0,13.0,8,8.7,295.0,1.7,0.5,0.02,0.009,2.06,0.011,2170962
湖北省,Yangtze River Basin,梁子岛水源(七星),01-18 20:00,1,8.9,8,10.4,175.9,20.4,2.5,0.10,0.012,0.99,0.022,140988000
湖北省,Yangtze River Basin,漳河水库库心,01-18 20:00,0,9.6,8,10.8,313.1,0.8,1.5,0.02,0.006,0.43,0.0003,2475640
湖北省,Yangtze River Basin,杨柴湖,01-18 20:00,3,10.9,8,4.7,471.3,87.7,5.6,0.22,0.065,1.97,0.007,4697377
湖北省,Yangtze River Basin,排水闸,01-18 20:00,3,9.8,8,9.3,457.9,44.7,5.7,0.13,0.072,1.37,0.011,19036580
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),01-18 20:00,4,9.7,8,10.5,493.2,63.5,7.0,0.12,0.102,1.39,0.008,30270
湖北省,Yangtze River Basin,白莲河水库坝上,01-18 20:00,2,10.7,7,9.0,110.4,6.3,1.7,0.02,0.029,0.53,0.015,45541930
湖北省,Yangtze River Basin,咸宁湖心,01-18 20:00,1,9.6,8,12.6,223.8,3.8,2.8,0.02,0.015,0.63,0.002,1320798
湖北省,Yangtze River Basin,富水水库,01-18 20:00,1,11.6,7,9.3,208.7,2.5,1.4,0.23,0.008,0.79,0.009,14448000
湖南省,Yangtze River Basin,岳阳楼,01-18 20:00,3,11.0,8,10.3,297.1,43.4,1.1,0.02,0.057,1.84,0.002,172640
湖南省,Yangtze River Basin,蒋家嘴,01-18 20:00,2,9.4,8,9.6,246.7,25.6,1.0,0.11,0.046,1.25,0.003,72301000
湖南省,Yangtze River Basin,万家嘴,01-18 20:00,1,13.6,8,9.9,268.6,14.0,1.8,0.02,0.032,1.68,0.002,250350
湖南省,Yangtze River Basin,万子湖,01-18 20:00,2,11.3,8,11.8,339.4,31.5,0.9,0.02,0.033,1.50,0.002,3146600
湖南省,Yangtze River Basin,南嘴,01-18 20:00,2,11.6,8,10.6,329.1,43.3,1.0,0.02,0.034,1.62,0.009,301758
湖南省,Yangtze River Basin,小河嘴,01-18 20:00,2,11.8,8,10.5,234.8,38.8,0.8,0.02,0.038,1.35,0.001,49985700
湖南省,Yangtze River Basin,大通湖,01-18 20:00,3,9.4,8,12.6,432.2,29.0,4.1,0.02,0.077,0.86,0.012,3862390
湖南省,Yangtze River Basin,头山,01-18 20:00,0,15.1,7,8.5,105.0,2.1,0.5,0.02,0.009,0.76,0.004,821000
广东省,Pearl River Basin,渠首,01-18 20:00,2,18.2,8,11.0,108.0,21.8,5.2,0.02,0.028,1.10,0.009,40007200
广东省,Pearl River Basin,良德水库,01-18 20:00,1,19.5,7,8.1,69.0,3.8,1.4,0.02,0.016,0.40,0.006,446902
广西壮族自治区,Pearl River Basin,龙岩滩水库,01-18 20:00,0,18.5,8,7.6,364.3,1.9,0.8,0.02,0.009,2.31,0.0005,983653
海南省,Pearl River Basin,大隆水库出口,01-18 20:00,1,23.7,7,6.5,91.7,3.6,1.3,0.02,0.007,0.67,0.003,1008690.00
海南省,Pearl River Basin,松涛水库南丰库心,01-18 20:00,0,22.0,8,8.0,74.5,1.2,1.1,0.02,0.006,0.60,0.004,963911
海南省,Pearl River Basin,大广坝水库库心,01-18 20:00,1,21.7,7,8.7,84.2,3.8,2.9,0.02,0.009,0.67,0.007,6609750
重庆市,Yangtze River Basin,玉滩水库,01-18 20:00,4,12.7,7,2.5,491.2,7.1,3.7,0.06,0.128,1.70,0.032,2294917
四川省,Yangtze River Basin,鲁班岛,01-18 20:00,3,11.3,8,8.6,362.0,1.3,1.7,0.21,0.061,0.73,0.007,3887118
四川省,Yangtze River Basin,邛海湖心,01-18 20:00,1,12.8,8,8.0,337.3,6.1,1.8,0.02,0.012,0.26,0.008,17821
贵州省,Yangtze River Basin,贵铝泵房,01-18 20:00,1,11.1,8,7.8,471.3,0.4,1.6,0.02,0.025,2.05,0.010,1545158
贵州省,Yangtze River Basin,花鱼洞,01-18 20:00,1,8.8,8,8.4,367.7,1.7,2.0,0.02,0.014,1.27,0.007,1060264
贵州省,Pearl River Basin,万峰湖(万峰湖湖心),01-18 20:00,1,18.5,8,7.4,1.8,5.0,1.1,0.02,0.017,2.91,0.047,369854
云南省,Pearl River Basin,阳宗海中,01-18 20:00,1,14.1,8,8.3,478.0,1.6,3.2,0.14,0.023,0.56,0.006,1653930
云南省,Dianchi Lake Basin,草海中心,01-18 20:00,2,12.0,8,8.9,579.5,10.7,4.4,0.15,0.044,4.99,0.026,7668310
云南省,Dianchi Lake Basin,灰湾中,01-18 20:00,3,11.7,8,8.2,568.5,8.2,6.9,0.67,0.032,2.24,0.005,1347116
云南省,Dianchi Lake Basin,罗家营,01-18 20:00,3,11.9,8,8.2,540.4,21.4,6.1,0.73,0.038,2.38,0.004,1459405
云南省,Dianchi Lake Basin,观音山东,01-18 20:00,2,9.2,8,8.9,588.8,1.7,5.5,0.80,0.037,2.13,0.044,5923050
云南省,Dianchi Lake Basin,观音山中,01-18 20:00,3,11.4,8,8.0,565.0,7.4,6.1,0.78,0.037,1.88,0.007,5477480
云南省,Dianchi Lake Basin,观音山西,01-18 20:00,3,12.2,8,8.9,578.0,4.3,6.1,0.69,0.036,2.40,0.007,2493050
云南省,Dianchi Lake Basin,海口西,01-18 20:00,3,11.9,8,9.7,555.9,5.3,6.7,0.77,0.032,1.94,0.018,2597000
云南省,Dianchi Lake Basin,滇池南,01-18 20:00,3,11.5,8,8.4,568.1,3.1,6.5,0.74,0.036,1.73,0.051,6794630
